C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/06,12:00:02,0000000396474758,DEMAND,0000000396474758
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",NSW1,3729.256,0.7,MEASUREMENT,"2023/09/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",QLD1,3463.703,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",QLDC,312.201,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",QLDN,577.016,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",QLDS,2574.486,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",SA1,1303.178,0.7,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",TAS1,77.768,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",TASN,32.263,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",TASS,45.406,1,MEASUREMENT,"2023/09/06 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/06 11:30:00",VIC1,2269.504,1,MEASUREMENT,"2023/09/06 11:49:09"
C,"END OF REPORT",13
