C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/08/07,16:30:01,0000000393989614,DEMAND,0000000393989613
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",NSW1,752.782,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",QLD1,758.144,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",QLDC,98.727,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",QLDN,245.836,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",QLDS,413.581,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",SA1,596.236,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",TAS1,32.754,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",TASN,19.062,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",TASS,13.693,0.6,SATELLITE,"2023/08/07 16:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:00:00",VIC1,691.415,0.6,SATELLITE,"2023/08/07 16:20:23"
C,"END OF REPORT",13
