C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/08/16,09:00:02,0000000394698857,DEMAND,0000000394698857
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",NSW1,961.017,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",QLD1,1364.877,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",QLDC,114.19,0.7,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",QLDN,238.043,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",QLDS,1012.645,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",SA1,149.233,0.7,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",TAS1,24.539,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",TASN,10.163,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",TASS,14.344,1,MEASUREMENT,"2023/08/16 08:49:13"
D,ROOFTOP,ACTUAL,2,"2023/08/16 08:30:00",VIC1,470.138,0.7,MEASUREMENT,"2023/08/16 08:49:13"
C,"END OF REPORT",13
