C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/07/02,11:00:01,0000000390972721,DEMAND,0000000390972720
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",NSW1,1836.403,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",QLD1,1963.663,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",QLDC,190.838,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",QLDN,319.756,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",QLDS,1453.07,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",SA1,384.811,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",TAS1,60.689,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",TASN,34.225,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",TASS,26.463,0.6,SATELLITE,"2023/07/02 10:50:23"
D,ROOFTOP,ACTUAL,2,"2023/07/02 10:30:00",VIC1,631.179,0.6,SATELLITE,"2023/07/02 10:50:23"
C,"END OF REPORT",13
