C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/07/11,18:00:02,0000000391716668,DEMAND,0000000391716668
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",NSW1,0.904,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",QLD1,30.517,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",QLDC,1.18,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",QLDN,28.129,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",QLDS,1.208,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",SA1,85.654,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",TAS1,0,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",TASN,0,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",TASS,0,1,MEASUREMENT,"2023/07/11 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/11 17:30:00",VIC1,3.942,1,MEASUREMENT,"2023/07/11 17:49:15"
C,"END OF REPORT",13
