C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/08/21,18:00:02,0000000395142740,DEMAND,0000000395142740
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",NSW1,47.643,0.7,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",QLD1,96.362,1,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",QLDC,7.847,0.7,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",QLDN,59.775,0.7,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",QLDS,28.74,1,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",SA1,201.548,0.7,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",TAS1,1.929,1,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",TASN,0.322,1,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",TASS,1.599,1,MEASUREMENT,"2023/08/21 17:49:09"
D,ROOFTOP,ACTUAL,2,"2023/08/21 17:30:00",VIC1,68.539,0.7,MEASUREMENT,"2023/08/21 17:49:09"
C,"END OF REPORT",13
