C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/30,13:00:01,0000000398470735,DEMAND,0000000398470734
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",NSW1,4067.778,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",QLD1,3787.821,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",QLDC,379.734,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",QLDN,528.205,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",QLDS,2879.883,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",SA1,1554.658,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",TAS1,106.248,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",TASN,53.852,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",TASS,52.396,0.6,SATELLITE,"2023/09/30 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/09/30 12:30:00",VIC1,2763.283,0.6,SATELLITE,"2023/09/30 12:50:25"
C,"END OF REPORT",13
