C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/07/06,16:00:02,0000000391309055,DEMAND,0000000391309054
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",NSW1,735.297,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",QLD1,825.945,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",QLDC,103.553,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",QLDN,266.988,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",QLDS,455.404,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",SA1,268.038,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",TAS1,19.242,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",TASN,10.589,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",TASS,8.653,0.6,SATELLITE,"2023/07/06 15:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 15:30:00",VIC1,507.329,0.6,SATELLITE,"2023/07/06 15:50:21"
C,"END OF REPORT",13
