C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/02/28,07:00:02,0000000381736060,DEMAND,0000000381736060
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",NSW1,122.151,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",QLD1,165.969,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",QLDC,11.593,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",QLDN,3.575,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",QLDS,150.801,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",SA1,0,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",TAS1,3.573,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",TASN,0.526,1,MEASUREMENT,"2023/02/28 06:49:21"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",TASS,3.032,1,MEASUREMENT,"2023/02/28 06:49:22"
D,ROOFTOP,ACTUAL,2,"2023/02/28 06:30:00",VIC1,10.703,1,MEASUREMENT,"2023/02/28 06:49:22"
C,"END OF REPORT",13
