C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/08/22,10:00:02,0000000395194092,DEMAND,0000000395194091
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",NSW1,1951.968,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",QLD1,2283.471,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",QLDC,221.183,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",QLDN,274.658,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",QLDS,1787.63,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",SA1,558.301,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",TAS1,40.264,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",TASN,20.448,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",TASS,19.816,0.6,SATELLITE,"2023/08/22 09:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/22 09:30:00",VIC1,442.199,0.6,SATELLITE,"2023/08/22 09:50:23"
C,"END OF REPORT",13
