C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/16,11:00:02,0000000411251343,DEMAND,0000000411251343
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",NSW1,2378.13,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",QLD1,924.884,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",QLDC,163.064,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",QLDN,287.308,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",QLDS,474.511,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",SA1,1276.376,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",TAS1,195.968,1,MEASUREMENT,"2024/02/16 10:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",TASN,101.821,1,MEASUREMENT,"2024/02/16 10:49:10"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",TASS,94.14,1,MEASUREMENT,"2024/02/16 10:49:10"
D,ROOFTOP,ACTUAL,2,"2024/02/16 10:30:00",VIC1,1796.031,1,MEASUREMENT,"2024/02/16 10:49:10"
C,"END OF REPORT",13
