C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/12/25,14:00:01,0000000406754828,DEMAND,0000000406754827
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",NSW1,3099.901,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",QLD1,3966.005,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",QLDC,389.552,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",QLDN,386.368,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",QLDS,3190.085,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",SA1,647.479,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",TAS1,207.959,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",TASN,107.8,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",TASS,100.159,0.6,SATELLITE,"2023/12/25 13:50:24"
D,ROOFTOP,ACTUAL,2,"2023/12/25 13:30:00",VIC1,671.101,0.6,SATELLITE,"2023/12/25 13:50:24"
C,"END OF REPORT",13
