C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/14,14:30:02,0000000408396230,DEMAND,0000000408396229
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",NSW1,2461.006,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",QLD1,3559.564,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",QLDC,277.208,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",QLDN,430.596,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",QLDS,2851.76,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",SA1,1704.474,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",TAS1,211.249,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",TASN,115.678,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",TASS,95.571,0.6,SATELLITE,"2024/01/14 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/14 14:00:00",VIC1,2601.463,0.6,SATELLITE,"2024/01/14 14:20:22"
C,"END OF REPORT",13
