C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/07/22,07:30:02,0000000392667467,DEMAND,0000000392667467
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",NSW1,2.805,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",QLD1,32.144,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",QLDC,3.11,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",QLDN,1.708,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",QLDS,27.326,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",SA1,0,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",TAS1,0,1,MEASUREMENT,"2023/07/22 07:19:18"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",TASN,0,1,MEASUREMENT,"2023/07/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",TASS,0,1,MEASUREMENT,"2023/07/22 07:19:19"
D,ROOFTOP,ACTUAL,2,"2023/07/22 07:00:00",VIC1,0,1,MEASUREMENT,"2023/07/22 07:19:19"
C,"END OF REPORT",13
