C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/24,11:00:03,0000000385626111,DEMAND,0000000385626111
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",NSW1,2239.848,1,MEASUREMENT,"2023/04/24 10:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",QLD1,1811.178,1,MEASUREMENT,"2023/04/24 10:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",QLDC,238.79,1,MEASUREMENT,"2023/04/24 10:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",QLDN,265.827,1,MEASUREMENT,"2023/04/24 10:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",QLDS,1306.56,1,MEASUREMENT,"2023/04/24 10:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",SA1,879.122,1,MEASUREMENT,"2023/04/24 10:49:20"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",TAS1,101.159,1,MEASUREMENT,"2023/04/24 10:49:20"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",TASN,47.965,1,MEASUREMENT,"2023/04/24 10:49:20"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",TASS,53.136,1,MEASUREMENT,"2023/04/24 10:49:20"
D,ROOFTOP,ACTUAL,2,"2023/04/24 10:30:00",VIC1,1700.895,1,MEASUREMENT,"2023/04/24 10:49:20"
C,"END OF REPORT",13
