C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/30,17:00:03,0000000386098761,DEMAND,0000000386098760
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",NSW1,386.652,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",QLD1,524.484,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",QLDC,52.665,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",QLDN,136.823,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",QLDS,334.996,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",SA1,283.895,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",TAS1,17.664,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",TASN,9.541,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",TASS,8.123,0.6,SATELLITE,"2023/04/30 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/04/30 16:30:00",VIC1,428.243,0.6,SATELLITE,"2023/04/30 16:50:23"
C,"END OF REPORT",13
