C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/01,14:00:02,0000000407325465,DEMAND,0000000407325465
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",NSW1,2029.151,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",QLD1,1441.818,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",QLDC,107.1,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",QLDN,562.062,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",QLDS,772.656,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",SA1,1167.759,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",TAS1,153.484,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",TASN,77.74,1,MEASUREMENT,"2024/01/01 13:49:09"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",TASS,75.711,1,MEASUREMENT,"2024/01/01 13:49:10"
D,ROOFTOP,ACTUAL,2,"2024/01/01 13:30:00",VIC1,2872.957,1,MEASUREMENT,"2024/01/01 13:49:10"
C,"END OF REPORT",13
