C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/26,17:00:03,0000000385799478,DEMAND,0000000385799478
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",NSW1,534.994,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",QLD1,540.572,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",QLDC,59.843,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",QLDN,144.633,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",QLDS,336.096,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",SA1,461.718,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",TAS1,25.258,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",TASN,12.158,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",TASS,13.088,1,MEASUREMENT,"2023/04/26 16:49:31"
D,ROOFTOP,ACTUAL,2,"2023/04/26 16:30:00",VIC1,367.068,1,MEASUREMENT,"2023/04/26 16:49:31"
C,"END OF REPORT",13
