C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/02/27,09:30:02,0000000381676033,DEMAND,0000000381676032
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",NSW1,1878.38,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",QLD1,2225.777,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",QLDC,205.157,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",QLDN,220.706,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",QLDS,1799.914,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",SA1,648.742,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",TAS1,75.058,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",TASN,49.632,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",TASS,25.426,0.6,SATELLITE,"2023/02/27 09:20:22"
D,ROOFTOP,ACTUAL,2,"2023/02/27 09:00:00",VIC1,893.179,0.6,SATELLITE,"2023/02/27 09:20:22"
C,"END OF REPORT",13
