C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/25,13:00:03,0000000385707519,DEMAND,0000000385707519
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",NSW1,2688.521,1,MEASUREMENT,"2023/04/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",QLD1,2060.793,1,MEASUREMENT,"2023/04/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",QLDC,164.438,1,MEASUREMENT,"2023/04/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",QLDN,405.708,1,MEASUREMENT,"2023/04/25 12:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",QLDS,1490.647,1,MEASUREMENT,"2023/04/25 12:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",SA1,899.93,1,MEASUREMENT,"2023/04/25 12:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",TAS1,87.182,1,MEASUREMENT,"2023/04/25 12:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",TASN,64.948,1,MEASUREMENT,"2023/04/25 12:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",TASS,22.442,1,MEASUREMENT,"2023/04/25 12:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/25 12:30:00",VIC1,1943.83,1,MEASUREMENT,"2023/04/25 12:49:16"
C,"END OF REPORT",13
