C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/03,14:00:02,0000000401383697,DEMAND,0000000401383696
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",NSW1,2687.857,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",QLD1,2251.923,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",QLDC,310.843,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",QLDN,569.937,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",QLDS,1371.144,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",SA1,1674.912,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",TAS1,147.848,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",TASN,91.827,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",TASS,56.021,0.6,SATELLITE,"2023/11/03 13:50:29"
D,ROOFTOP,ACTUAL,2,"2023/11/03 13:30:00",VIC1,2264.697,0.6,SATELLITE,"2023/11/03 13:50:29"
C,"END OF REPORT",13
