C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/05,10:00:02,0000000404494978,DEMAND,0000000404494978
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",NSW1,3922.714,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",QLD1,2891.112,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",QLDC,271.442,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",QLDN,389.433,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",QLDS,2230.237,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",SA1,434.536,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",TAS1,159.732,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",TASN,81.661,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",TASS,78.051,1,MEASUREMENT,"2023/12/05 09:49:15"
D,ROOFTOP,ACTUAL,2,"2023/12/05 09:30:00",VIC1,2257.56,1,MEASUREMENT,"2023/12/05 09:49:15"
C,"END OF REPORT",13
