C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/07/06,14:30:02,0000000391303232,DEMAND,0000000391303231
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",NSW1,1407.327,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",QLD1,1711.956,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",QLDC,191.023,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",QLDN,388.683,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",QLDS,1132.25,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",SA1,450.925,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",TAS1,40.312,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",TASN,16.052,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",TASS,24.26,0.6,SATELLITE,"2023/07/06 14:20:21"
D,ROOFTOP,ACTUAL,2,"2023/07/06 14:00:00",VIC1,921.367,0.6,SATELLITE,"2023/07/06 14:20:21"
C,"END OF REPORT",13
