C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/07,18:00:02,0000000407830290,DEMAND,0000000407830290
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",NSW1,1022.809,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",QLD1,637.254,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",QLDC,69.16,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",QLDN,157.837,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",QLDS,410.256,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",SA1,453.925,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",TAS1,24.076,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",TASN,14.579,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",TASS,9.522,1,MEASUREMENT,"2024/01/07 17:49:13"
D,ROOFTOP,ACTUAL,2,"2024/01/07 17:30:00",VIC1,319.84,1,MEASUREMENT,"2024/01/07 17:49:13"
C,"END OF REPORT",13
