C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/13,13:00:03,0000000387076753,DEMAND,0000000387076752
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",NSW1,1874.666,0.6,SATELLITE,"2023/05/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",QLD1,2073.644,0.6,SATELLITE,"2023/05/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",QLDC,191.081,0.6,SATELLITE,"2023/05/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",QLDN,376.605,0.6,SATELLITE,"2023/05/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",QLDS,1505.959,0.6,SATELLITE,"2023/05/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",SA1,978.872,0.6,SATELLITE,"2023/05/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",TAS1,84.098,0.6,SATELLITE,"2023/05/13 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",TASN,52.658,0.6,SATELLITE,"2023/05/13 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",TASS,31.44,0.6,SATELLITE,"2023/05/13 12:50:25"
D,ROOFTOP,ACTUAL,2,"2023/05/13 12:30:00",VIC1,1565.592,0.6,SATELLITE,"2023/05/13 12:50:25"
C,"END OF REPORT",13
