C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/05/08,16:00:03,0000000386702597,DEMAND,0000000386702597
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",NSW1,1169.122,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",QLD1,1515.718,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",QLDC,143.01,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",QLDN,254.122,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",QLDS,1118.586,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",SA1,516.702,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",TAS1,41.255,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",TASN,26.628,1,MEASUREMENT,"2023/05/08 15:49:18"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",TASS,14.684,1,MEASUREMENT,"2023/05/08 15:49:19"
D,ROOFTOP,ACTUAL,2,"2023/05/08 15:30:00",VIC1,581.306,1,MEASUREMENT,"2023/05/08 15:49:19"
C,"END OF REPORT",13
