C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/27,13:00:01,0000000398220999,DEMAND,0000000398220999
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",NSW1,3451.701,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",QLD1,3689.065,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",QLDC,289.022,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",QLDN,594.854,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",QLDS,2805.188,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",SA1,1432.082,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",TAS1,188.556,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",TASN,100.501,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",TASS,88.072,1,MEASUREMENT,"2023/09/27 12:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/27 12:30:00",VIC1,2066.838,1,MEASUREMENT,"2023/09/27 12:49:09"
C,"END OF REPORT",13
