C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/16,05:30:02,0000000402566090,DEMAND,0000000402566089
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",NSW1,34.239,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",QLD1,14.397,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",QLDC,0.7,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",QLDN,0,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",QLDS,13.697,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",SA1,0,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",TAS1,1.677,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",TASN,0.755,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",TASS,0.922,0.6,SATELLITE,"2023/11/16 05:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/16 05:00:00",VIC1,7.631,0.6,SATELLITE,"2023/11/16 05:20:22"
C,"END OF REPORT",13
