C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/06/30,18:00:01,0000000390843061,DEMAND,0000000390843061
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",NSW1,0.056,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",QLD1,17.742,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",QLDC,0.763,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",QLDN,16.899,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",QLDS,0.079,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",SA1,29.218,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",TAS1,0,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",TASN,0,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",TASS,0,1,MEASUREMENT,"2023/06/30 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/06/30 17:30:00",VIC1,1.706,1,MEASUREMENT,"2023/06/30 17:49:16"
C,"END OF REPORT",13
