C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/20,17:30:02,0000000400137342,DEMAND,0000000400137341
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",NSW1,990.049,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLD1,768.804,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLDC,72.632,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLDN,165.744,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLDS,530.428,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",SA1,320.529,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",TAS1,30.983,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",TASN,18.336,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",TASS,12.647,0.6,SATELLITE,"2023/10/20 17:20:27"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",VIC1,787.367,0.6,SATELLITE,"2023/10/20 17:20:27"
C,"END OF REPORT",13
