C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/21,07:00:02,0000000397714523,DEMAND,0000000397714523
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",NSW1,129.46,0.7,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",QLD1,182.984,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",QLDC,14.539,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",QLDN,6.748,0.7,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",QLDS,161.697,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",SA1,0,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",TAS1,1.914,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",TASN,0.814,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",TASS,1.097,1,MEASUREMENT,"2023/09/21 06:49:10"
D,ROOFTOP,ACTUAL,2,"2023/09/21 06:30:00",VIC1,6.399,1,MEASUREMENT,"2023/09/21 06:49:11"
C,"END OF REPORT",13
