C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/02,15:00:02,0000000401306743,DEMAND,0000000401306742
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",NSW1,3349.67,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",QLD1,2798.353,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",QLDC,134.252,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",QLDN,528.512,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",QLDS,2135.589,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",SA1,1413.683,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",TAS1,159.245,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",TASN,90.559,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",TASS,68.686,0.6,SATELLITE,"2023/11/02 14:50:24"
D,ROOFTOP,ACTUAL,2,"2023/11/02 14:30:00",VIC1,2085.83,0.6,SATELLITE,"2023/11/02 14:50:24"
C,"END OF REPORT",13
