C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/11/04,08:30:02,0000000401447052,DEMAND,0000000401447051
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",NSW1,1460.343,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",QLD1,1897.681,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",QLDC,184.764,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",QLDN,226.105,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",QLDS,1486.812,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",SA1,601.67,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",TAS1,93.537,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",TASN,47.004,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",TASS,46.533,0.6,SATELLITE,"2023/11/04 08:20:22"
D,ROOFTOP,ACTUAL,2,"2023/11/04 08:00:00",VIC1,1163.028,0.6,SATELLITE,"2023/11/04 08:20:22"
C,"END OF REPORT",13
