C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/02/23,14:30:02,0000000381431483,DEMAND,0000000381431482
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",NSW1,2114.82,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",QLD1,2366.81,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",QLDC,176.325,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",QLDN,200.705,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",QLDS,1989.78,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",SA1,1516.865,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",TAS1,129.918,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",TASN,72.121,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",TASS,57.797,0.6,SATELLITE,"2023/02/23 14:20:26"
D,ROOFTOP,ACTUAL,2,"2023/02/23 14:00:00",VIC1,2427.812,0.6,SATELLITE,"2023/02/23 14:20:26"
C,"END OF REPORT",13
