C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/03/23,10:00:03,0000000383352030,DEMAND,0000000383352030
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",NSW1,1960.343,1,MEASUREMENT,"2023/03/23 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",QLD1,2210.794,1,MEASUREMENT,"2023/03/23 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",QLDC,200.555,1,MEASUREMENT,"2023/03/23 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",QLDN,313.581,1,MEASUREMENT,"2023/03/23 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",QLDS,1696.658,1,MEASUREMENT,"2023/03/23 09:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",SA1,709.871,1,MEASUREMENT,"2023/03/23 09:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",TAS1,113.601,1,MEASUREMENT,"2023/03/23 09:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",TASN,60.722,1,MEASUREMENT,"2023/03/23 09:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",TASS,52.89,1,MEASUREMENT,"2023/03/23 09:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/23 09:30:00",VIC1,637.407,1,MEASUREMENT,"2023/03/23 09:49:23"
C,"END OF REPORT",13
