C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/23,15:00:01,0000000406597830,DEMAND,0000000406597830
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",NSW1,3155.239,1,MEASUREMENT,"2023/12/23 14:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",QLD1,2951.72,1,MEASUREMENT,"2023/12/23 14:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",QLDC,218.373,1,MEASUREMENT,"2023/12/23 14:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",QLDN,371.34,1,MEASUREMENT,"2023/12/23 14:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",QLDS,2362.008,1,MEASUREMENT,"2023/12/23 14:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",SA1,1487.27,1,MEASUREMENT,"2023/12/23 14:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",TAS1,187.245,1,MEASUREMENT,"2023/12/23 14:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",TASN,88.426,1,MEASUREMENT,"2023/12/23 14:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",TASS,98.696,1,MEASUREMENT,"2023/12/23 14:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/23 14:30:00",VIC1,2766.143,1,MEASUREMENT,"2023/12/23 14:49:14"
C,"END OF REPORT",13
