C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/24,10:00:03,0000000385622851,DEMAND,0000000385622851
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",NSW1,1939.984,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",QLD1,1815.211,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",QLDC,196.846,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",QLDN,164.936,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",QLDS,1453.429,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",SA1,557.973,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",TAS1,72.099,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",TASN,35.817,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",TASS,36.259,1,MEASUREMENT,"2023/04/24 09:49:24"
D,ROOFTOP,ACTUAL,2,"2023/04/24 09:30:00",VIC1,1174.715,1,MEASUREMENT,"2023/04/24 09:49:24"
C,"END OF REPORT",13
