C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/18,16:30:02,0000000411443979,DEMAND,0000000411443979
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",NSW1,1095.803,1,MEASUREMENT,"2024/02/18 16:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",QLD1,2278.292,1,MEASUREMENT,"2024/02/18 16:19:15"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",QLDC,218.764,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",QLDN,275.897,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",QLDS,1783.632,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",SA1,1233.071,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",TAS1,153.801,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",TASN,77.899,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",TASS,75.871,1,MEASUREMENT,"2024/02/18 16:19:16"
D,ROOFTOP,ACTUAL,2,"2024/02/18 16:00:00",VIC1,2099.563,1,MEASUREMENT,"2024/02/18 16:19:16"
C,"END OF REPORT",13
