C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/12/23,09:00:01,0000000406576577,DEMAND,0000000406576576
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",NSW1,2829.945,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",QLD1,2736.42,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",QLDC,165.482,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",QLDN,281.641,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",QLDS,2289.298,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",SA1,934.125,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",TAS1,118.691,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",TASN,77.497,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",TASS,41.194,0.6,SATELLITE,"2023/12/23 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/23 08:30:00",VIC1,2020.817,0.6,SATELLITE,"2023/12/23 08:50:23"
C,"END OF REPORT",13
