C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/17,12:30:02,0000000411344004,DEMAND,0000000411344003
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",NSW1,4358.426,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",QLD1,3504.295,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",QLDC,385.395,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",QLDN,288.312,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",QLDS,2830.589,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",SA1,1695.308,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",TAS1,209.124,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",TASN,115.522,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",TASS,93.602,0.6,SATELLITE,"2024/02/17 12:20:29"
D,ROOFTOP,ACTUAL,2,"2024/02/17 12:00:00",VIC1,2515.588,0.6,SATELLITE,"2024/02/17 12:20:29"
C,"END OF REPORT",13
