C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/03/06,11:30:02,0000000382150668,DEMAND,0000000382150667
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",NSW1,3686.048,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",QLD1,3181.237,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",QLDC,328.241,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",QLDN,231.614,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",QLDS,2621.383,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",SA1,717.616,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",TAS1,83.366,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",TASN,50.2,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",TASS,33.166,0.6,SATELLITE,"2023/03/06 11:20:28"
D,ROOFTOP,ACTUAL,2,"2023/03/06 11:00:00",VIC1,2006.805,0.6,SATELLITE,"2023/03/06 11:20:28"
C,"END OF REPORT",13
