C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/07,07:00:02,0000000401684173,DEMAND,0000000401684173
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",NSW1,839.834,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",QLD1,733.93,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",QLDC,49.175,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",QLDN,42.251,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",QLDS,642.504,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",SA1,68.172,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",TAS1,28.568,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",TASN,15.466,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",TASS,13.108,1,MEASUREMENT,"2023/11/07 06:49:13"
D,ROOFTOP,ACTUAL,2,"2023/11/07 06:30:00",VIC1,264.685,1,MEASUREMENT,"2023/11/07 06:49:13"
C,"END OF REPORT",13
