C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/21,16:30:02,0000000409008488,DEMAND,0000000409008487
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",NSW1,2884.266,0.6,SATELLITE,"2024/01/21 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",QLD1,2436.795,0.6,SATELLITE,"2024/01/21 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",QLDC,227.2,0.6,SATELLITE,"2024/01/21 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",QLDN,402.808,0.6,SATELLITE,"2024/01/21 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",QLDS,1806.787,0.6,SATELLITE,"2024/01/21 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",SA1,1405.939,0.6,SATELLITE,"2024/01/21 16:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",TAS1,77.634,0.6,SATELLITE,"2024/01/21 16:20:25"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",TASN,58.841,0.6,SATELLITE,"2024/01/21 16:20:25"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",TASS,18.793,0.6,SATELLITE,"2024/01/21 16:20:25"
D,ROOFTOP,ACTUAL,2,"2024/01/21 16:00:00",VIC1,1788.446,0.6,SATELLITE,"2024/01/21 16:20:25"
C,"END OF REPORT",13
