C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/21,14:30:02,0000000400208517,DEMAND,0000000400208516
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",NSW1,3361.727,0.6,SATELLITE,"2023/10/21 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",QLD1,3481.998,0.6,SATELLITE,"2023/10/21 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",QLDC,325.812,0.6,SATELLITE,"2023/10/21 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",QLDN,595.371,0.6,SATELLITE,"2023/10/21 14:20:23"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",QLDS,2560.815,0.6,SATELLITE,"2023/10/21 14:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",SA1,1317.74,0.6,SATELLITE,"2023/10/21 14:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",TAS1,20.732,0.6,SATELLITE,"2023/10/21 14:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",TASN,12.299,0.6,SATELLITE,"2023/10/21 14:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",TASS,8.433,0.6,SATELLITE,"2023/10/21 14:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/21 14:00:00",VIC1,1308.504,0.6,SATELLITE,"2023/10/21 14:20:24"
C,"END OF REPORT",13
