C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/09,17:00:02,0000000396746780,DEMAND,0000000396746779
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",NSW1,966.746,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",QLD1,963.953,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",QLDC,92.29,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",QLDN,212.015,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",QLDS,659.648,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",SA1,583.11,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",TAS1,40.288,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",TASN,23.549,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",TASS,16.739,0.6,SATELLITE,"2023/09/09 16:50:23"
D,ROOFTOP,ACTUAL,2,"2023/09/09 16:30:00",VIC1,634.589,0.6,SATELLITE,"2023/09/09 16:50:23"
C,"END OF REPORT",13
