C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/01,12:00:03,0000000383973135,DEMAND,0000000383973135
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",NSW1,2215.844,1,MEASUREMENT,"2023/04/01 11:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",QLD1,1676.399,1,MEASUREMENT,"2023/04/01 11:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",QLDC,179.142,1,MEASUREMENT,"2023/04/01 11:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",QLDN,472.204,1,MEASUREMENT,"2023/04/01 11:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",QLDS,1025.054,1,MEASUREMENT,"2023/04/01 11:49:16"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",SA1,1113.112,1,MEASUREMENT,"2023/04/01 11:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",TAS1,138.864,1,MEASUREMENT,"2023/04/01 11:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",TASN,84.461,1,MEASUREMENT,"2023/04/01 11:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",TASS,54.528,1,MEASUREMENT,"2023/04/01 11:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 11:30:00",VIC1,1250.314,1,MEASUREMENT,"2023/04/01 11:49:17"
C,"END OF REPORT",13
