C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/11,09:00:03,0000000384647346,DEMAND,0000000384647345
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",NSW1,1478.158,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",QLD1,1706.193,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",QLDC,145.98,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",QLDN,242.553,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",QLDS,1317.66,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",SA1,171.237,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",TAS1,40.241,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",TASN,26.829,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",TASS,13.412,0.6,SATELLITE,"2023/04/11 08:50:31"
D,ROOFTOP,ACTUAL,2,"2023/04/11 08:30:00",VIC1,699.327,0.6,SATELLITE,"2023/04/11 08:50:32"
C,"END OF REPORT",13
