C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/15,16:30:02,0000000411187533,DEMAND,0000000411187532
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",NSW1,1175.222,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",QLD1,1195.469,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",QLDC,43.438,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",QLDN,303.393,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",QLDS,848.638,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",SA1,1329.902,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",TAS1,133.417,0.6,SATELLITE,"2024/02/15 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",TASN,75.791,0.6,SATELLITE,"2024/02/15 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",TASS,57.626,0.6,SATELLITE,"2024/02/15 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/15 16:00:00",VIC1,1926.089,0.6,SATELLITE,"2024/02/15 16:20:22"
C,"END OF REPORT",13
