C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/16,13:00:02,0000000402631542,DEMAND,0000000402631542
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",NSW1,3694.191,1,MEASUREMENT,"2023/11/16 12:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",QLD1,3527.514,1,MEASUREMENT,"2023/11/16 12:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",QLDC,311.907,1,MEASUREMENT,"2023/11/16 12:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",QLDN,644.417,1,MEASUREMENT,"2023/11/16 12:49:12"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",QLDS,2571.189,1,MEASUREMENT,"2023/11/16 12:49:12"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",SA1,1486.148,1,MEASUREMENT,"2023/11/16 12:49:12"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",TAS1,150.624,1,MEASUREMENT,"2023/11/16 12:49:12"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",TASN,91.13,1,MEASUREMENT,"2023/11/16 12:49:12"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",TASS,59.636,1,MEASUREMENT,"2023/11/16 12:49:12"
D,ROOFTOP,ACTUAL,2,"2023/11/16 12:30:00",VIC1,2020.85,1,MEASUREMENT,"2023/11/16 12:49:12"
C,"END OF REPORT",13
