C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/08/30,13:30:02,0000000395900771,DEMAND,0000000395900771
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",NSW1,2881.266,0.7,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",QLD1,2773.639,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",QLDC,278.216,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",QLDN,612.335,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",QLDS,1883.087,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",SA1,1064.854,0.7,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",TAS1,82.12,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",TASN,59.562,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",TASS,22.746,1,MEASUREMENT,"2023/08/30 13:19:06"
D,ROOFTOP,ACTUAL,2,"2023/08/30 13:00:00",VIC1,966.722,0.7,MEASUREMENT,"2023/08/30 13:19:06"
C,"END OF REPORT",13
