C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/03/03,09:00:02,0000000412665019,DEMAND,0000000412665019
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",NSW1,1947.659,1,MEASUREMENT,"2024/03/03 08:49:19"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",QLD1,1313.565,1,MEASUREMENT,"2024/03/03 08:49:19"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",QLDC,202.006,1,MEASUREMENT,"2024/03/03 08:49:19"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",QLDN,268.867,1,MEASUREMENT,"2024/03/03 08:49:19"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",QLDS,842.692,1,MEASUREMENT,"2024/03/03 08:49:19"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",SA1,421.402,1,MEASUREMENT,"2024/03/03 08:49:20"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",TAS1,69.486,1,MEASUREMENT,"2024/03/03 08:49:20"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",TASN,47.351,1,MEASUREMENT,"2024/03/03 08:49:20"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",TASS,22.272,1,MEASUREMENT,"2024/03/03 08:49:20"
D,ROOFTOP,ACTUAL,2,"2024/03/03 08:30:00",VIC1,978.32,1,MEASUREMENT,"2024/03/03 08:49:20"
C,"END OF REPORT",13
