C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/13,18:30:02,0000000408328639,DEMAND,0000000408328638
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",NSW1,551.617,0.6,SATELLITE,"2024/01/13 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",QLD1,475.172,0.6,SATELLITE,"2024/01/13 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",QLDC,23.236,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",QLDN,53.187,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",QLDS,398.749,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",SA1,353.912,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",TAS1,51.011,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",TASN,23.115,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",TASS,27.896,0.6,SATELLITE,"2024/01/13 18:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/13 18:00:00",VIC1,435.487,0.6,SATELLITE,"2024/01/13 18:20:24"
C,"END OF REPORT",13
