C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/05/31,12:30:03,0000000388460969,DEMAND,0000000388460969
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",NSW1,2061.541,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",QLD1,2731.318,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",QLDC,236.607,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",QLDN,366.325,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",QLDS,2128.385,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",SA1,778.018,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",TAS1,58.123,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",TASN,17.903,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",TASS,40.078,1,MEASUREMENT,"2023/05/31 12:19:16"
D,ROOFTOP,ACTUAL,2,"2023/05/31 12:00:00",VIC1,621.551,1,MEASUREMENT,"2023/05/31 12:19:16"
C,"END OF REPORT",13
