C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/08,17:00:03,0000000386705758,DEMAND,0000000386705757
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",NSW1,351.007,0.6,SATELLITE,"2023/05/08 16:50:27"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",QLD1,526.369,0.6,SATELLITE,"2023/05/08 16:50:27"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",QLDC,52.664,0.6,SATELLITE,"2023/05/08 16:50:27"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",QLDN,149.313,0.6,SATELLITE,"2023/05/08 16:50:28"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",QLDS,324.392,0.6,SATELLITE,"2023/05/08 16:50:28"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",SA1,249.045,0.6,SATELLITE,"2023/05/08 16:50:28"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",TAS1,11.342,0.6,SATELLITE,"2023/05/08 16:50:28"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",TASN,7.481,0.6,SATELLITE,"2023/05/08 16:50:28"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",TASS,3.861,0.6,SATELLITE,"2023/05/08 16:50:28"
D,ROOFTOP,ACTUAL,2,"2023/05/08 16:30:00",VIC1,265.368,0.6,SATELLITE,"2023/05/08 16:50:28"
C,"END OF REPORT",13
