C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/08/12,16:00:02,0000000394402167,DEMAND,0000000394402166
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",NSW1,938.733,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",QLD1,1283.387,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",QLDC,77.495,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",QLDN,257.479,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",QLDS,948.414,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",SA1,237.369,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",TAS1,51.204,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",TASN,29.328,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",TASS,21.875,0.6,SATELLITE,"2023/08/12 15:50:25"
D,ROOFTOP,ACTUAL,2,"2023/08/12 15:30:00",VIC1,390.051,0.6,SATELLITE,"2023/08/12 15:50:25"
C,"END OF REPORT",13
