C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/11,08:00:02,0000000410803622,DEMAND,0000000410803622
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",NSW1,1123.41,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",QLD1,919.885,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",QLDC,134.655,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",QLDN,116.329,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",QLDS,668.901,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",SA1,160.756,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",TAS1,48.205,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",TASN,19.411,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",TASS,28.718,1,MEASUREMENT,"2024/02/11 07:49:22"
D,ROOFTOP,ACTUAL,2,"2024/02/11 07:30:00",VIC1,621.424,1,MEASUREMENT,"2024/02/11 07:49:22"
C,"END OF REPORT",13
