C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/15,12:30:03,0000000384954597,DEMAND,0000000384954596
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",NSW1,2947.15,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",QLD1,2992.626,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",QLDC,295.705,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",QLDN,517.307,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",QLDS,2179.614,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",SA1,313.905,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",TAS1,26.862,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",TASN,12.628,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",TASS,14.234,0.6,SATELLITE,"2023/04/15 12:20:29"
D,ROOFTOP,ACTUAL,2,"2023/04/15 12:00:00",VIC1,543.776,0.6,SATELLITE,"2023/04/15 12:20:29"
C,"END OF REPORT",13
