C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/29,09:00:02,0000000409671852,DEMAND,0000000409671852
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",NSW1,2425.864,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",QLD1,1445.303,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",QLDC,94.69,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",QLDN,265.452,0.7,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",QLDS,1085.161,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",SA1,594.145,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",TAS1,77.976,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",TASN,17.103,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",TASS,60.562,1,MEASUREMENT,"2024/01/29 08:49:15"
D,ROOFTOP,ACTUAL,2,"2024/01/29 08:30:00",VIC1,1512.416,1,MEASUREMENT,"2024/01/29 08:49:15"
C,"END OF REPORT",13
