C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/20,07:30:03,0000000387588118,DEMAND,0000000387588117
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",NSW1,69.719,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",QLD1,199.709,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",QLDC,21.447,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",QLDN,18.201,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",QLDS,160.06,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",SA1,0,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",TAS1,0,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",TASN,0,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",TASS,0,0.6,SATELLITE,"2023/05/20 07:20:24"
D,ROOFTOP,ACTUAL,2,"2023/05/20 07:00:00",VIC1,0.003,0.6,SATELLITE,"2023/05/20 07:20:24"
C,"END OF REPORT",13
