C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/03/03,15:00:02,0000000412688912,DEMAND,0000000412688911
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",NSW1,3506.62,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",QLD1,1697.386,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",QLDC,244.135,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",QLDN,538.229,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",QLDS,915.022,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",SA1,1567.232,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",TAS1,139.035,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",TASN,90.953,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",TASS,48.082,0.6,SATELLITE,"2024/03/03 14:50:24"
D,ROOFTOP,ACTUAL,2,"2024/03/03 14:30:00",VIC1,2024.312,0.6,SATELLITE,"2024/03/03 14:50:24"
C,"END OF REPORT",13
