C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/02,09:30:01,0000000410027555,DEMAND,0000000410027554
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",NSW1,3297.114,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",QLD1,2898.122,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",QLDC,272.381,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",QLDN,231.503,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",QLDS,2394.238,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",SA1,745.2,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",TAS1,115.67,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",TASN,74.816,0.6,SATELLITE,"2024/02/02 09:20:20"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",TASS,40.854,0.6,SATELLITE,"2024/02/02 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/02/02 09:00:00",VIC1,1708.433,0.6,SATELLITE,"2024/02/02 09:20:21"
C,"END OF REPORT",13
