C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/28,07:30:01,0000000400854886,DEMAND,0000000400854886
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",NSW1,963.785,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",QLD1,1148.303,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",QLDC,131.343,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",QLDN,108.153,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",QLDS,908.807,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",SA1,23.442,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",TAS1,41.574,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",TASN,23.282,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",TASS,18.309,1,MEASUREMENT,"2023/10/28 07:19:13"
D,ROOFTOP,ACTUAL,2,"2023/10/28 07:00:00",VIC1,517.132,1,MEASUREMENT,"2023/10/28 07:19:13"
C,"END OF REPORT",13
