C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/06,12:00:01,0000000398967852,DEMAND,0000000398967852
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",NSW1,3327.591,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",QLD1,3046.825,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",QLDC,314.866,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",QLDN,573.742,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",QLDS,2158.217,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",SA1,1122.059,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",TAS1,150.002,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",TASN,85.258,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",TASS,64.818,1,MEASUREMENT,"2023/10/06 11:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/06 11:30:00",VIC1,2181.708,1,MEASUREMENT,"2023/10/06 11:49:09"
C,"END OF REPORT",13
