C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/31,09:00:03,0000000388446691,DEMAND,0000000388446690
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",NSW1,685.765,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",QLD1,1172.946,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",QLDC,119.753,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",QLDN,145.903,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",QLDS,907.29,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",SA1,65.081,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",TAS1,7.126,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",TASN,4.128,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",TASS,2.998,0.6,SATELLITE,"2023/05/31 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/05/31 08:30:00",VIC1,148.092,0.6,SATELLITE,"2023/05/31 08:50:24"
C,"END OF REPORT",13
